activity subject variable mean_variable
laying 3 tBodyGyro.std.Y -0.977272653709677
laying 3 tBodyGyro.std.Z -0.963505609032258
laying 4 tBodyAcc.mean.X 0.263559214981481
laying 4 tBodyAcc.mean.Y -0.0150031841055556
laying 4 tBodyAcc.mean.Z -0.110688150314815
laying 4 tBodyAcc.std.X -0.954193738888889
laying 4 tBodyAcc.std.Y -0.941714042407407
laying 4 tBodyAcc.std.Z -0.962667314814815
laying 4 tGravityAcc.mean.X -0.420664662222222
laying 4 tGravityAcc.mean.Y 0.915165104259259
laying 4 tGravityAcc.mean.Z 0.341531310555556
laying 4 tGravityAcc.std.X -0.921199965925926
laying 4 tGravityAcc.std.Y -0.969816635740741
laying 4 tGravityAcc.std.Z -0.976176608888889
laying 4 tBodyGyro.mean.X -0.00923156347222222
laying 4 tBodyGyro.mean.Y -0.0930128180759259
laying 4 tBodyGyro.mean.Z 0.169720404092593
laying 4 tBodyGyro.std.X -0.973102422222222
laying 4 tBodyGyro.std.Y -0.961109291851852
laying 4 tBodyGyro.std.Z -0.962073755
laying 5 tBodyAcc.mean.X 0.278334325576923
laying 5 tBodyAcc.mean.Y -0.0183042123269231
laying 5 tBodyAcc.mean.Z -0.107937603673077
laying 5 tBodyAcc.std.X -0.965934509615385
laying 5 tBodyAcc.std.Y -0.969295613269231
laying 5 tBodyAcc.std.Z -0.968562516346154
laying 5 tGravityAcc.mean.X -0.483470597692308
laying 5 tGravityAcc.mean.Y 0.954890346153846
laying 5 tGravityAcc.mean.Z 0.263644691923077
laying 5 tGravityAcc.std.X -0.945695336153846
laying 5 tGravityAcc.std.Y -0.985964053846154
laying 5 tGravityAcc.std.Z -0.977076645
laying 5 tBodyGyro.mean.X -0.0218935013501923
laying 5 tBodyGyro.mean.Y -0.0798709596153846
laying 5 tBodyGyro.mean.Z 0.159894366942308
laying 5 tBodyGyro.std.X -0.979498706538461
laying 5 tBodyGyro.std.Y -0.977427370576923
laying 5 tBodyGyro.std.Z -0.960583776923077
laying 6 tBodyAcc.mean.X 0.248656520140351
laying 6 tBodyAcc.mean.Y -0.0102529170561404
laying 6 tBodyAcc.mean.Z -0.133119570368421
laying 6 tBodyAcc.std.X -0.934049422052632
laying 6 tBodyAcc.std.Y -0.924644826385965
laying 6 tBodyAcc.std.Z -0.925216100350877
laying 6 tGravityAcc.mean.X -0.47670987877193
laying 6 tGravityAcc.mean.Y 0.956593814210526
laying 6 tGravityAcc.mean.Z 0.175867709021053
laying 6 tGravityAcc.std.X -0.887746310350877
laying 6 tGravityAcc.std.Y -0.959161956491228
laying 6 tGravityAcc.std.Z -0.928130738421053
laying 6 tBodyGyro.mean.X -0.0079605026754386
laying 6 tBodyGyro.mean.Y -0.107218315054386
laying 6 tBodyGyro.mean.Z 0.179102058245614
laying 6 tBodyGyro.std.X -0.955378225087719
laying 6 tBodyGyro.std.Y -0.943634949473684
laying 6 tBodyGyro.std.Z -0.939141878596491
laying 7 tBodyAcc.mean.X 0.250176694038462
laying 7 tBodyAcc.mean.Y -0.0204411516884615
laying 7 tBodyAcc.mean.Z -0.101361036576923
laying 7 tBodyAcc.std.X -0.93651361
laying 7 tBodyAcc.std.Y -0.926262668653846
laying 7 tBodyAcc.std.Z -0.952978365961539
laying 7 tGravityAcc.mean.X -0.502814250576923
laying 7 tGravityAcc.mean.Y 0.393444278076923
laying 7 tGravityAcc.mean.Z 0.907537823461538
laying 7 tGravityAcc.std.X -0.914221270096154
laying 7 tGravityAcc.std.Y -0.955543549230769
laying 7 tGravityAcc.std.Z -0.961908984423077
laying 7 tBodyGyro.mean.X -0.00282641913096154
laying 7 tBodyGyro.mean.Y -0.133605695057692
laying 7 tBodyGyro.mean.Z 0.155920029769231
laying 7 tBodyGyro.std.X -0.9601268225
laying 7 tBodyGyro.std.Y -0.945071935384615
laying 7 tBodyGyro.std.Z -0.955294890576923
laying 8 tBodyAcc.mean.X 0.261254282907407
laying 8 tBodyAcc.mean.Y -0.0212281733881481
laying 8 tBodyAcc.mean.Z -0.102245365611111
laying 8 tBodyAcc.std.X -0.94304121537037
laying 8 tBodyAcc.std.Y -0.93489116
laying 8 tBodyAcc.std.Z -0.932491454407407
laying 8 tGravityAcc.mean.X -0.405930036111111
laying 8 tGravityAcc.mean.Y 0.589922434814815
laying 8 tGravityAcc.mean.Z 0.719831539259259
laying 8 tGravityAcc.std.X -0.918873192333333
laying 8 tGravityAcc.std.Y -0.957990036481482
laying 8 tGravityAcc.std.Z -0.94183626337037
laying 8 tBodyGyro.mean.X 0.00535361206851852
laying 8 tBodyGyro.mean.Y -0.0891374138592593
laying 8 tBodyGyro.mean.Z 0.13818830737037
laying 8 tBodyGyro.std.X -0.965204017592593
laying 8 tBodyGyro.std.Y -0.952039385740741
laying 8 tBodyGyro.std.Z -0.96758975462963
laying 9 tBodyAcc.mean.X 0.2591955368
laying 9 tBodyAcc.mean.Y -0.020526821662
laying 9 tBodyAcc.mean.Z -0.10754972144
laying 9 tBodyAcc.std.X -0.94233309
laying 9 tBodyAcc.std.Y -0.9162927764
laying 9 tBodyAcc.std.Z -0.9407072854
laying 9 tGravityAcc.mean.X -0.5802528348
laying 9 tGravityAcc.mean.Y -0.1191541962
laying 9 tGravityAcc.mean.Z 0.9578730416
laying 9 tGravityAcc.std.X -0.9218210626
laying 9 tGravityAcc.std.Y -0.9699944882
laying 9 tGravityAcc.std.Z -0.9712046902
laying 9 tBodyGyro.mean.X -0.013632036148
laying 9 tBodyGyro.mean.Y -0.15890291983
laying 9 tBodyGyro.mean.Z 0.101275010682
laying 9 tBodyGyro.std.X -0.9422465098
laying 9 tBodyGyro.std.Y -0.9266185314
laying 9 tBodyGyro.std.Z -0.9615953704
laying 10 tBodyAcc.mean.X 0.280230574137931
laying 10 tBodyAcc.mean.Y -0.024294484137931
laying 10 tBodyAcc.mean.Z -0.117168642362069
laying 10 tBodyAcc.std.X -0.968283685
laying 10 tBodyAcc.std.Y -0.946454302068966
laying 10 tBodyAcc.std.Z -0.95947148637931
laying 10 tGravityAcc.mean.X -0.453069737586207
laying 10 tGravityAcc.mean.Y -0.139297681034483
laying 10 tGravityAcc.mean.Z -0.031121624137931
laying 10 tGravityAcc.std.X -0.954531941896552
laying 10 tGravityAcc.std.Y -0.966701156034483
laying 10 tGravityAcc.std.Z -0.963045642431035
laying 10 tBodyGyro.mean.X -0.019555937162069
laying 10 tBodyGyro.mean.Y -0.0770325657265517
laying 10 tBodyGyro.mean.Z 0.104720478344828
laying 10 tBodyGyro.std.X -0.961713199827586
laying 10 tBodyGyro.std.Y -0.953660207586207
laying 10 tBodyGyro.std.Z -0.971940597413793
laying 11 tBodyAcc.mean.X 0.280592970877193
laying 11 tBodyAcc.mean.Y -0.0176598052315789
laying 11 tBodyAcc.mean.Z -0.108786578070175
laying 11 tBodyAcc.std.X -0.98477733
laying 11 tBodyAcc.std.Y -0.972196873859649
laying 11 tBodyAcc.std.Z -0.971311176842105
laying 11 tGravityAcc.mean.X -0.134832031403509
laying 11 tGravityAcc.mean.Y 0.943017941403509
laying 11 tGravityAcc.mean.Z 0.112620189964912
laying 11 tGravityAcc.std.X -0.97956560245614
laying 11 tGravityAcc.std.Y -0.990765579649123
laying 11 tGravityAcc.std.Z -0.984192606315789
laying 11 tBodyGyro.mean.X -0.0191743840136842
laying 11 tBodyGyro.mean.Y -0.041559989822807
laying 11 tBodyGyro.mean.Z 0.152019015929825
laying 11 tBodyGyro.std.X -0.980836884561403
laying 11 tBodyGyro.std.Y -0.982442644035088
laying 11 tBodyGyro.std.Z -0.959897432807018
laying 12 tBodyAcc.mean.X 0.260113433
laying 12 tBodyAcc.mean.Y -0.0175203917146667
laying 12 tBodyAcc.mean.Z -0.108160125666667
laying 12 tBodyAcc.std.X -0.95531868
laying 12 tBodyAcc.std.Y -0.949072009333333
laying 12 tBodyAcc.std.Z -0.9483338435
laying 12 tGravityAcc.mean.X -0.3785920653
laying 12 tGravityAcc.mean.Y 0.8033788345
laying 12 tGravityAcc.mean.Z 0.2750431984
laying 12 tGravityAcc.std.X -0.936458309333333
laying 12 tGravityAcc.std.Y -0.974396492666667
laying 12 tGravityAcc.std.Z -0.9596439555
laying 12 tBodyGyro.mean.X -0.0146546807316667
laying 12 tBodyGyro.mean.Y -0.0835537350333333
laying 12 tBodyGyro.mean.Z 0.14519184795
laying 12 tBodyGyro.std.X -0.966090742
laying 12 tBodyGyro.std.Y -0.953873893833333
laying 12 tBodyGyro.std.Z -0.950157442166667
laying 13 tBodyAcc.mean.X 0.276716360483871
laying 13 tBodyAcc.mean.Y -0.020440454366129
laying 13 tBodyAcc.mean.Z -0.104331864532258
laying 13 tBodyAcc.std.X -0.968891989354839
laying 13 tBodyAcc.std.Y -0.950947949516129
laying 13 tBodyAcc.std.Z -0.950392995483871
laying 13 tGravityAcc.mean.X -0.156852206467742
laying 13 tGravityAcc.mean.Y 0.656400944354839
laying 13 tGravityAcc.mean.Z 0.598884988709677
laying 13 tGravityAcc.std.X -0.957875244677419
laying 13 tGravityAcc.std.Y -0.975948136290323
laying 13 tGravityAcc.std.Z -0.959892863709677
laying 13 tBodyGyro.mean.X -0.00973609968045161
laying 13 tBodyGyro.mean.Y -0.0966250701451613
laying 13 tBodyGyro.mean.Z 0.117819614790323
laying 13 tBodyGyro.std.X -0.972143470322581
laying 13 tBodyGyro.std.Y -0.96270462
laying 13 tBodyGyro.std.Z -0.967350513709677
laying 14 tBodyAcc.mean.X 0.233275439803922
laying 14 tBodyAcc.mean.Y -0.0113424652490196
laying 14 tBodyAcc.mean.Z -0.0868333315509804
laying 14 tBodyAcc.std.X -0.917501887333333
laying 14 tBodyAcc.std.Y -0.909697040980392
laying 14 tBodyAcc.std.Z -0.900331921686275
laying 14 tGravityAcc.mean.X -0.145483631627451
laying 14 tGravityAcc.mean.Y 0.48539692745098
laying 14 tGravityAcc.mean.Z 0.83656291
laying 14 tGravityAcc.std.X -0.862136937254902
laying 14 tGravityAcc.std.Y -0.94877486372549
laying 14 tGravityAcc.std.Z -0.90130385627451
laying 14 tBodyGyro.mean.X 0.00505221181607843
laying 14 tBodyGyro.mean.Y -0.153423807745098
laying 14 tBodyGyro.mean.Z 0.149124058235294
laying 14 tBodyGyro.std.X -0.957221015098039
laying 14 tBodyGyro.std.Y -0.932499780588235
laying 14 tBodyGyro.std.Z -0.952296965294118
laying 15 tBodyAcc.mean.X 0.2894756525
laying 15 tBodyAcc.mean.Y -0.0166296542054167
laying 15 tBodyAcc.mean.Z -0.118530240291667
laying 15 tBodyAcc.std.X -0.972255551527778
laying 15 tBodyAcc.std.Y -0.962759422361111
laying 15 tBodyAcc.std.Z -0.929586835277778
laying 15 tGravityAcc.mean.X -0.1719930545
laying 15 tGravityAcc.mean.Y 0.899242553055556
laying 15 tGravityAcc.mean.Z -0.0369192905555556
laying 15 tGravityAcc.std.X -0.961509742916667
laying 15 tGravityAcc.std.Y -0.986036192361111
laying 15 tGravityAcc.std.Z -0.950710357083333
laying 15 tBodyGyro.mean.X -0.0168300887791667
laying 15 tBodyGyro.mean.Y -0.0619700871944444
laying 15 tBodyGyro.mean.Z 0.113451899791667
laying 15 tBodyGyro.std.X -0.957167680694444
laying 15 tBodyGyro.std.Y -0.961142911805556
laying 15 tBodyGyro.std.Z -0.956537051666667
laying 16 tBodyAcc.mean.X 0.274227162571429
laying 16 tBodyAcc.mean.Y -0.0166103510562857
laying 16 tBodyAcc.mean.Z -0.107310493242857
laying 16 tBodyAcc.std.X -0.973691429428571
laying 16 tBodyAcc.std.Y -0.943061150285714
laying 16 tBodyAcc.std.Z -0.965490276285714
laying 16 tGravityAcc.mean.X -0.206783742242857
laying 16 tGravityAcc.mean.Y -0.0199270225714286
laying 16 tGravityAcc.mean.Z 0.893884468571429
laying 16 tGravityAcc.std.X -0.963761977857143
laying 16 tGravityAcc.std.Y -0.966087103857143
laying 16 tGravityAcc.std.Z -0.967886002
laying 16 tBodyGyro.mean.X -0.0161545406857143
laying 16 tBodyGyro.mean.Y -0.113675060885714
laying 16 tBodyGyro.mean.Z 0.0966210349428571
laying 16 tBodyGyro.std.X -0.977010769857143
laying 16 tBodyGyro.std.Y -0.970747514
laying 16 tBodyGyro.std.Z -0.984781484857143
laying 17 tBodyAcc.mean.X 0.269780085577465
laying 17 tBodyAcc.mean.Y -0.0168462006729577
laying 17 tBodyAcc.mean.Z -0.107006279704225
laying 17 tBodyAcc.std.X -0.972960567323944
laying 17 tBodyAcc.std.Y -0.944792875211268
laying 17 tBodyAcc.std.Z -0.953476700140845
laying 17 tGravityAcc.mean.X -0.19913309
laying 17 tGravityAcc.mean.Y 0.658792072253521
laying 17 tGravityAcc.mean.Z 0.722657502112676
laying 17 tGravityAcc.std.X -0.961063222394366
laying 17 tGravityAcc.std.Y -0.961466681267606
laying 17 tGravityAcc.std.Z -0.957164565211268
laying 17 tBodyGyro.mean.X -0.0234756467113239
laying 17 tBodyGyro.mean.Y -0.0944580192535211
laying 17 tBodyGyro.mean.Z 0.111440490309859
laying 17 tBodyGyro.std.X -0.975893061830986
laying 17 tBodyGyro.std.Y -0.971484336197183
laying 17 tBodyGyro.std.Z -0.976200771267606
laying 18 tBodyAcc.mean.X 0.274691576923077
laying 18 tBodyAcc.mean.Y -0.0173937684615385
laying 18 tBodyAcc.mean.Z -0.107698927907692
laying 18 tBodyAcc.std.X -0.984527649230769
laying 18 tBodyAcc.std.Y -0.986160920923077
laying 18 tBodyAcc.std.Z -0.987658662307692
laying 18 tGravityAcc.mean.X -0.220600509076923
laying 18 tGravityAcc.mean.Y 0.719755403692308
laying 18 tGravityAcc.mean.Z 0.605495317692308
laying 18 tGravityAcc.std.X -0.982715987538462
laying 18 tGravityAcc.std.Y -0.994093522615385
laying 18 tGravityAcc.std.Z -0.990957249538462
laying 18 tBodyGyro.mean.X -0.02517618068
laying 18 tBodyGyro.mean.Y -0.0837587308153846
laying 18 tBodyGyro.mean.Z 0.0937781948153846
laying 18 tBodyGyro.std.X -0.992872598
laying 18 tBodyGyro.std.Y -0.984202872923077
laying 18 tBodyGyro.std.Z -0.985108386307692
laying 19 tBodyAcc.mean.X 0.272653733493976
laying 19 tBodyAcc.mean.Y -0.0171426864421687
laying 19 tBodyAcc.mean.Z -0.10898146186747
laying 19 tBodyAcc.std.X -0.965019579518072
laying 19 tBodyAcc.std.Y -0.973449968554217
laying 19 tBodyAcc.std.Z -0.984672837228916
laying 19 tGravityAcc.mean.X -0.680043155060241
laying 19 tGravityAcc.mean.Y 0.725646622771084
laying 19 tGravityAcc.mean.Z 0.68762385253012
laying 19 tGravityAcc.std.X -0.958959611084337
laying 19 tGravityAcc.std.Y -0.986993149638554
laying 19 tGravityAcc.std.Z -0.988819031566265
laying 19 tBodyGyro.mean.X -0.0312072730559566
laying 19 tBodyGyro.mean.Y -0.0952628014096386
laying 19 tBodyGyro.mean.Z 0.10860511373494
laying 19 tBodyGyro.std.X -0.981357611445783
laying 19 tBodyGyro.std.Y -0.963617705662651
laying 19 tBodyGyro.std.Z -0.973197523855422
laying 20 tBodyAcc.mean.X 0.239507882205882
laying 20 tBodyAcc.mean.Y -0.0144406281132353
laying 20 tBodyAcc.mean.Z -0.104274322538235
laying 20 tBodyAcc.std.X -0.962249114705882
laying 20 tBodyAcc.std.Y -0.964098180294118
laying 20 tBodyAcc.std.Z -0.972571998382353
laying 20 tGravityAcc.mean.X -0.472431415573529
laying 20 tGravityAcc.mean.Y 0.864882956617647
laying 20 tGravityAcc.mean.Z 0.477573305
laying 20 tGravityAcc.std.X -0.928674215147059
laying 20 tGravityAcc.std.Y -0.976018476911765
laying 20 tGravityAcc.std.Z -0.9765185525
laying 20 tBodyGyro.mean.X -0.0231760616308824
laying 20 tBodyGyro.mean.Y -0.0954899626029412
laying 20 tBodyGyro.mean.Z 0.123680209926471
laying 20 tBodyGyro.std.X -0.984477414264706
laying 20 tBodyGyro.std.Y -0.972941910294118
laying 20 tBodyGyro.std.Z -0.972409893529412
laying 21 tBodyAcc.mean.X 0.271325472455556
laying 21 tBodyAcc.mean.Y -0.0184233048415556
laying 21 tBodyAcc.mean.Z -0.103253832233333
laying 21 tBodyAcc.std.X -0.955019866222222
laying 21 tBodyAcc.std.Y -0.956959422222222
laying 21 tBodyAcc.std.Z -0.945653787777778
laying 21 tGravityAcc.mean.X -0.174349174822222
laying 21 tGravityAcc.mean.Y 0.599992678
laying 21 tGravityAcc.mean.Z 0.788251027111111
laying 21 tGravityAcc.std.X -0.945905270555556
laying 21 tGravityAcc.std.Y -0.983732936111111
laying 21 tGravityAcc.std.Z -0.952416332444444
laying 21 tBodyGyro.mean.X -0.0305126188777778
laying 21 tBodyGyro.mean.Y -0.113800486377778
laying 21 tBodyGyro.mean.Z 0.0980906517
laying 21 tBodyGyro.std.X -0.975411857555556
laying 21 tBodyGyro.std.Y -0.952147091444444
laying 21 tBodyGyro.std.Z -0.981345430888889
laying 22 tBodyAcc.mean.X 0.279959721194444
laying 22 tBodyAcc.mean.Y -0.0142629864502778
laying 22 tBodyAcc.mean.Z -0.110800924652778
laying 22 tBodyAcc.std.X -0.947735251944444
laying 22 tBodyAcc.std.Y -0.913276301666667
laying 22 tBodyAcc.std.Z -0.942945807916667
laying 22 tGravityAcc.mean.X -0.418494577083333
laying 22 tGravityAcc.mean.Y 0.632484075694444
laying 22 tGravityAcc.mean.Z 0.771903907083333
laying 22 tGravityAcc.std.X -0.928781249027778
laying 22 tGravityAcc.std.Y -0.958826938556944
laying 22 tGravityAcc.std.Z -0.952435389166667
laying 22 tBodyGyro.mean.X -0.0208311371125
laying 22 tBodyGyro.mean.Y -0.09257231175
laying 22 tBodyGyro.mean.Z 0.145003879319444
laying 22 tBodyGyro.std.X -0.956641905833333
laying 22 tBodyGyro.std.Y -0.9618849625
laying 22 tBodyGyro.std.Z -0.933251870694444
laying 23 tBodyAcc.mean.X 0.274038007986111
laying 23 tBodyAcc.mean.Y -0.0216553835833333
laying 23 tBodyAcc.mean.Z -0.104256776291667
laying 23 tBodyAcc.std.X -0.956756363194444
laying 23 tBodyAcc.std.Y -0.976309827361111
laying 23 tBodyAcc.std.Z -0.973223495416667
laying 23 tGravityAcc.mean.X -0.391564962777778
laying 23 tGravityAcc.mean.Y 0.438434067361111
laying 23 tGravityAcc.mean.Z 0.918782825277778
laying 23 tGravityAcc.std.X -0.947948758194444
laying 23 tGravityAcc.std.Y -0.982794562916667
laying 23 tGravityAcc.std.Z -0.976780462083333
laying 23 tBodyGyro.mean.X -0.0113399724663889
laying 23 tBodyGyro.mean.Y -0.105052917
laying 23 tBodyGyro.mean.Z 0.111078594708333
laying 23 tBodyGyro.std.X -0.981849400972222
laying 23 tBodyGyro.std.Y -0.959195236388889
laying 23 tBodyGyro.std.Z -0.983920132638889
laying 24 tBodyAcc.mean.X 0.272850494930556
laying 24 tBodyAcc.mean.Y -0.0173555210111111
laying 24 tBodyAcc.mean.Z -0.107236237236111
laying 24 tBodyAcc.std.X -0.967984021111111
laying 24 tBodyAcc.std.Y -0.983126461944444
laying 24 tBodyAcc.std.Z -0.973566958888889
laying 24 tGravityAcc.mean.X -0.359292534027778
laying 24 tGravityAcc.mean.Y 0.738430699305556
laying 24 tGravityAcc.mean.Z 0.683839909722222
laying 24 tGravityAcc.std.X -0.960412164305556
laying 24 tGravityAcc.std.Y -0.993454358055556
laying 24 tGravityAcc.std.Z -0.979239668194444
laying 24 tBodyGyro.mean.X -0.0143679929444444
laying 24 tBodyGyro.mean.Y -0.0955538053611111
laying 24 tBodyGyro.mean.Z 0.111730746333333
laying 24 tBodyGyro.std.X -0.982651720138889
laying 24 tBodyGyro.std.Y -0.960299550972222
laying 24 tBodyGyro.std.Z -0.98170136125
laying 25 tBodyAcc.mean.X 0.250791828613699
laying 25 tBodyAcc.mean.Y -0.0188943663671233
laying 25 tBodyAcc.mean.Z -0.100428830260274
laying 25 tBodyAcc.std.X -0.909116474109589
laying 25 tBodyAcc.std.Y -0.691770680561644
laying 25 tBodyAcc.std.Z -0.717262004013699
laying 25 tGravityAcc.mean.X -0.461102531369863
laying 25 tGravityAcc.mean.Y 0.620658919917808
laying 25 tGravityAcc.mean.Z 0.526353818315068
laying 25 tGravityAcc.std.X -0.829554947808219
laying 25 tGravityAcc.std.Y -0.643578361424658
laying 25 tGravityAcc.std.Z -0.610161166287671
laying 25 tBodyGyro.mean.X 0.00372723459589041
laying 25 tBodyGyro.mean.Y -0.0716401726150685
laying 25 tBodyGyro.mean.Z 0.139718671465753
laying 25 tBodyGyro.std.X -0.889769639726027
laying 25 tBodyGyro.std.Y -0.936630803287671
laying 25 tBodyGyro.std.Z -0.91092799
laying 26 tBodyAcc.mean.X 0.271645864540789
laying 26 tBodyAcc.mean.Y -0.0191895728026316
laying 26 tBodyAcc.mean.Z -0.105002540289474
laying 26 tBodyAcc.std.X -0.969445445263158
laying 26 tBodyAcc.std.Y -0.983231351842105
laying 26 tBodyAcc.std.Z -0.984500013157895
laying 26 tGravityAcc.mean.X -0.621309715263158
laying 26 tGravityAcc.mean.Y 0.803015011578947
laying 26 tGravityAcc.mean.Z 0.614523405921053
laying 26 tGravityAcc.std.X -0.944472488552632
laying 26 tGravityAcc.std.Y -0.987887995263158
laying 26 tGravityAcc.std.Z -0.984081708947368
laying 26 tBodyGyro.mean.X -0.0170656239526316
laying 26 tBodyGyro.mean.Y -0.0903229228815789
laying 26 tBodyGyro.mean.Z 0.152436344328947
laying 26 tBodyGyro.std.X -0.990328197763158
laying 26 tBodyGyro.std.Y -0.979325678815789
laying 26 tBodyGyro.std.Z -0.969302237763158
laying 27 tBodyAcc.mean.X 0.274102492432432
laying 27 tBodyAcc.mean.Y -0.0179867611216216
laying 27 tBodyAcc.mean.Z -0.107699732837838
laying 27 tBodyAcc.std.X -0.978455153108108
laying 27 tBodyAcc.std.Y -0.983736043783784
laying 27 tBodyAcc.std.Z -0.986636996081081
laying 27 tGravityAcc.mean.X -0.530434604864865
laying 27 tGravityAcc.mean.Y 0.567879494054054
laying 27 tGravityAcc.mean.Z 0.84539238027027
laying 27 tGravityAcc.std.X -0.971183862702703
laying 27 tGravityAcc.std.Y -0.993701742972973
laying 27 tGravityAcc.std.Z -0.989056311351351
laying 27 tBodyGyro.mean.X -0.0195427328781081
laying 27 tBodyGyro.mean.Y -0.0957839566891892
laying 27 tBodyGyro.mean.Z 0.118738360783784
laying 27 tBodyGyro.std.X -0.988837212162162
laying 27 tBodyGyro.std.Y -0.98428747527027
laying 27 tBodyGyro.std.Z -0.97837499972973
laying 28 tBodyAcc.mean.X 0.2759134825
laying 28 tBodyAcc.mean.Y -0.0167537858225
laying 28 tBodyAcc.mean.Z -0.1083448529625
laying 28 tBodyAcc.std.X -0.9688882955
laying 28 tBodyAcc.std.Y -0.945386780375
laying 28 tBodyAcc.std.Z -0.956450342875
laying 28 tGravityAcc.mean.X -0.490334541875
laying 28 tGravityAcc.mean.Y 0.1440732745
laying 28 tGravityAcc.mean.Z 0.0157570025
laying 28 tGravityAcc.std.X -0.970599089375
laying 28 tGravityAcc.std.Y -0.9697590285
laying 28 tGravityAcc.std.Z -0.97912466575
laying 28 tBodyGyro.mean.X -0.017367705735
laying 28 tBodyGyro.mean.Y -0.097448733725
laying 28 tBodyGyro.mean.Z 0.09357912315
laying 28 tBodyGyro.std.X -0.95516227975
laying 28 tBodyGyro.std.Y -0.960057463625
laying 28 tBodyGyro.std.Z -0.96237491175
laying 29 tBodyAcc.mean.X 0.287295196811594
laying 29 tBodyAcc.mean.Y -0.0171965484202899
laying 29 tBodyAcc.mean.Z -0.109462068173913
laying 29 tBodyAcc.std.X -0.984219555507246
laying 29 tBodyAcc.std.Y -0.990240946666667
laying 29 tBodyAcc.std.Z -0.987255149855072
laying 29 tGravityAcc.mean.X -0.346789842753623
laying 29 tGravityAcc.mean.Y 0.807535373478261
laying 29 tGravityAcc.mean.Z 0.590452224057971
laying 29 tGravityAcc.std.X -0.972939889855073
laying 29 tGravityAcc.std.Y -0.99424764884058
laying 29 tGravityAcc.std.Z -0.98577817826087
laying 29 tBodyGyro.mean.X -0.0258281004782609
laying 29 tBodyGyro.mean.Y -0.0761814357028986
laying 29 tBodyGyro.mean.Z 0.127411971652174
laying 29 tBodyGyro.std.X -0.994276591304348
laying 29 tBodyGyro.std.Y -0.992750957826087
laying 29 tBodyGyro.std.Z -0.97499461942029
laying 30 tBodyAcc.mean.X 0.281033900571429
laying 30 tBodyAcc.mean.Y -0.0194494098614286
laying 30 tBodyAcc.mean.Z -0.1036581505
laying 30 tBodyAcc.std.X -0.976362515428571
laying 30 tBodyAcc.std.Y -0.954201823857143
laying 30 tBodyAcc.std.Z -0.967044236428571
laying 30 tGravityAcc.mean.X -0.344737755285714
laying 30 tGravityAcc.mean.Y 0.732661247714286
laying 30 tGravityAcc.mean.Z 0.681459210714286
laying 30 tGravityAcc.std.X -0.979563942714286
laying 30 tGravityAcc.std.Y -0.988930714857143
laying 30 tGravityAcc.std.Z -0.983274524857143
laying 30 tBodyGyro.mean.X -0.0267812218571429
